사업장명,소재지전체주소,도로명전체주소,도로명우편번호,자연환경,숙소환경,테마,지역코드,좌표정보(x),좌표정보(y),COL1,COL2,COL3
청일관광농원,강원도 횡성군 청일면 속실리 518번지,강원도 횡성군 청일면 속실길 20 (청일관광농원),25253,호수,카라반,반려동물,4,302280.4233,460452.9872,,,
꿈꾸는 캠핑장,전라남도 곡성군 고달면 고달리 856번지,전라남도 곡성군 고달면 고산로 325,57546,산,캠핑,가족,11,233256.9989,199332.0906,,,
좋은세상리조트,전라남도 곡성군 죽곡면 용정리 219번지,전라남도 곡성군 죽곡면 대황강로 1397-45,57550,강,글램핑,연인,11,232461.0667,187189.0134,,,
섬진강문화학교캠핑장,전라남도 곡성군 죽곡면 동계리 269번지,전라남도 곡성군 죽곡면 태안로 793,57562,바다,이지캠핑,키즈,11,232762.4856,183260.6687,,,
자연애 품 캠핑장,전라남도 곡성군 옥과면 주산리 608-2번지,전라남도 곡성군 옥과면 배감길 16-19,57506,호수,카라반,반려동물,11,212931.1353,200484.3137,,,
곡성 키즈글램핑,전라남도 곡성군 죽곡면 태평리 120,전라남도 곡성군 죽곡면 오죽로 132,57549,산,캠핑,가족,11,228580.7136,184582.392,,,
당진해양캠핑공원,충청남도 당진시 신평면 운정리 227-5번지,충청남도 당진시 신평면 산정길 112,31744,강,글램핑,연인,7,183744.0309,377150.2459,,,
초락나루펜션&글램핑,충청남도 당진시 석문면 초락도리 31-4,충청남도 당진시 석문면 감목길 154,31707,호수,카라반,반려동물,7,157832.9199,388331.4868,,,
사과랑관광농원,충청남도 당진시 순성면 본리 80-1,충청남도 당진시 순성면 가화로 136,31759,산,캠핑,가족,7,177035.3793,370045.7175,,,
숲속에안뜰,경기도 용인시 처인구 원삼면 사암리 82-1번지,경기도 용인시 처인구 원삼면 원양로 250-23,17167,바다,이지캠핑,키즈,3,227291.9709,409063.4636,,,
에이스카라반,경기도 용인시 처인구 이동읍 묵리 416-18,경기도 용인시 처인구 이동읍 이원로 547,17132,호수,카라반,반려동물,3,221580.1366,407037.5379,,,
예산느티나무캠핑장,충청남도 예산군 신양면 차동리 447,충청남도 예산군 신양면 차동송정길 2-71,32453,산,캠핑,가족,7,191853.0402,343949.9429,,,
예산군 예당관광지 야영장,충청남도 예산군 응봉면 후사리 448번지,충청남도 예산군 응봉면 예당관광로 161 (예당관광지 관리사무소),32447,강,글램핑,연인,7,182007.7722,348570.3736,,,
가루실 캠프,충청남도 예산군 덕산면 둔리 525-34번지,충청남도 예산군 덕산면 가루실길 229-23,32408,바다,이지캠핑,키즈,7,168060.7804,350616.7262,,,
파인힐캠프,충청남도 예산군 덕산면 외라리 225-1번지,충청남도 예산군 덕산면 외라2길 60-24,32410,호수,카라반,반려동물,7,164415.3989,349257.273,,,
피플앤독힐링캠핑장,충청남도 예산군 신양면 귀곡리 22,충청남도 예산군 신양면 귀곡동절길 28-1,32451,산,캠핑,가족,7,188515.6436,349342.8967,,,
피플앤독느티캠핑장,충청남도 예산군 신양면 귀곡리 844번지,충청남도 예산군 신양면 불원귀곡길 108,32451,강,글램핑,연인,7,188276.8537,347509.5996,,,
춘장대 나드리 캠핑장,충청남도 서천군 서면 도둔리 1275번지,충청남도 서천군 서면 춘장대길8번길 3,33603,바다,이지캠핑,키즈,7,157216.6864,295933.2435,,,
파인트리글램핑,충청남도 서천군 서면 월호리 78-1번지,충청남도 서천군 서면 갯벌체험로 295-12,33602,호수,카라반,반려동물,7,161486.4147,293446.9276,,,
서천 금빛노을 서울캠핑장,충청남도 서천군 마서면 장선리 128-3번지,충청남도 서천군 마서면 옥도로498번길 43-10,,산,캠핑,가족,7,174599.4744,282829.9056,,,
싸리목캠핑장,강원도 인제군 인제읍 하추리 216번지,강원도 인제군 인제읍 싸리목길 83,24642,바다,이지캠핑,키즈,4,313265.4373,504226.4437,,,
솔방울 캠핑장,강원도 인제군 북면 용대리 1024,강원도 인제군 북면 만해로 307,252821,호수,카라반,반려동물,4,316893.9593,522117.1951,,,
백담설화캠핑장,강원도 인제군 북면 용대리 449,강원도 인제군 북면 황태길 76-6,24605,산,캠핑,가족,4,318198.8189,522927.7666,,,
미시령계곡캠핑장,강원도 인제군 북면 용대리 4,강원도 인제군 북면 미시령옛길 30,24605,바다,이지캠핑,키즈,4,323212.39,525025.2227,,,
인제나르샤파크캠핑장,강원도 인제군 인제읍 남북리 815,강원도 인제군 인제읍 비봉로44번길 81,24624,호수,카라반,반려동물,4,302432.1226,507037.0568,,,
설하관광농원,강원도 인제군 북면 한계리 1488-1번지,강원도 인제군 북면 설악로 3251-33,24607,강,글램핑,연인,4,309118.0359,515927.5648,,,
십이선녀탕통나무집 야영장,강원도 인제군 북면 용대리 1330-3번지,강원도 인제군 북면 십이선녀탕길 81,24606,바다,이지캠핑,키즈,4,314026.4938,520799.6924,,,
미산분교캠핑장,강원도 인제군 상남면 미산리 376-6번지,강원도 인제군 상남면 내린천로 1622,24666,호수,카라반,반려동물,4,315932.1073,486233.0598,,,
천문대별빛정원,경상북도 영천시 화북면 정각리 19,경상북도 영천시 화북면 정각길 150,38812,산,캠핑,가족,16,379609.6428,296299.5693,,,
별밤글램핑,경상북도 영천시 임고면 평천리 6-12,경상북도 영천시 임고면 포은로 814,38819,강,글램핑,연인,16,379098.1523,284601.7644,,,
두드림 캠핑장,경상북도 영천시 청통면 죽정리 526,경상북도 영천시 청통면 구정길 53-77,38869,바다,이지캠핑,키즈,16,364658.2558,276965.5752,,,
내장산국립공원 내장야영장,전라북도 정읍시 내장동 92-2,"전라북도 정읍시 내장산로 800 (내장동, 내장산야영장)",56199,강,글램핑,연인,9,192492.5962,222089.5892,,,
관리도캠핑장,전라북도 군산시 옥도면 관리도리 66번지,전라북도 군산시 옥도면 관리도길 60-19,54000,바다,이지캠핑,키즈,9,142910.7915,257692.4743,,,
땅끝황토나라테마촌,전라남도 해남군 송지면 송호리 534번지,전라남도 해남군 송지면 땅끝해안로 1730,59065,호수,카라반,반려동물,11,155515.3761,91624.88794,,,
땅끝바다낚시터,전라남도 해남군 송지면 송호리 1220-10,전라남도 해남군 송지면 갈산길 95,59065,산,캠핑,가족,11,155433.9811,89788.49515,,,
용봉산캠핑장,"충청남도 홍성군 홍북읍 상하리 391 외 8필지(390-3,390-4,390-6,390-7,390-9,391-1,520,521-10)",충청남도 홍성군 홍북읍 이응노로 227-15,32251,바다,이지캠핑,키즈,7,168184.0931,347955.7481,,,
죽도 야영체험장,충청남도 홍성군 서부면 죽도리 18,충청남도 홍성군 서부면 죽도길 40,32207,호수,카라반,반려동물,7,149958.9938,335231.0533,,,
카라반에코빌리지,충청남도 홍성군 구항면 오봉리 131-6,충청남도 홍성군 구항면 구성북로 229,32213,산,캠핑,가족,7,164610.8565,344977.1144,,,
초리 포레스트,경기도 파주시 법원읍 법원리 37-2,경기도 파주시 법원읍 초리골길 456-55,10826,강,글램핑,연인,3,191357.4586,484684.3114,,,
포천 글램파크 캠핑장,경기도 포천시 이동면 연곡리 935,경기도 포천시 이동면 화동로 1925-47,11113,바다,이지캠핑,키즈,3,231930.1406,501858.1177,,,
횡성 온새미로 캠핑장,강원도 횡성군 청일면 봉명리 163-2번지,강원도 횡성군 청일면 봉명로593번길 76-11,225853,호수,카라반,반려동물,4,299251.2362,463661.6187,,,
횡성 동당미계곡 캠핑장,강원도 횡성군 서원면 압곡리 298-31번지,강원도 횡성군 서원면 압곡로 203,25201,산,캠핑,가족,4,278596.2702,441682.1334,,,
마중펜션캠핑장,강원도 횡성군 청일면 유동리 317번지,강원도 횡성군 청일면 유동북길 190,25254,강,글램핑,연인,4,303451.32,455405.6193,,,
숲속의 정든집 야영장,강원도 횡성군 둔내면 삽교리 1547-6번지,강원도 횡성군 둔내면 용현로 422,25261,바다,이지캠핑,키즈,4,310993.8788,448815.1291,,,
나우캠핑장관광농원,강원도 횡성군 공근면 수백리 481-1,강원도 횡성군 공근면 공근북로 122-100,25207,호수,카라반,반려동물,4,289343.4259,450476.4707,,,
선바위자연캠핑장,강원도 횡성군 갑천면 병지방리 361-15번지,강원도 횡성군 갑천면 병지방길 2,25251,산,캠핑,가족,4,295788.1966,456011.8199,,,
둔내초덕성분교 야영장,강원도 횡성군 둔내면 화동리 473번지 덕성분교,"강원도 횡성군 둔내면 경강로 5353, 덕성분교",25260,강,글램핑,연인,4,308248.9878,452334.5877,,,
남원자연휴양림,전라북도 남원시 갈치동 산 47번지,전라북도 남원시 보산로 228 (갈치동),55725,바다,이지캠핑,키즈,9,238233.1599,218146.2475,,,
뱀사골야영장,전라북도 남원시 산내면 부운리 256번지,전라북도 남원시 산내면 와운길 29,55805,산,캠핑,가족,9,252607.0757,208011.4224,,,
지리산 산내들 야영장,전라북도 남원시 산내면 백일리 121번지,전라북도 남원시 산내면 천왕봉로 892,55804,강,글램핑,연인,9,258449.7459,212689.4245,,,
구봉산오토캠핑장 나인힐스,경기도 용인시 처인구 원삼면 목신리 83-61,경기도 용인시 처인구 원삼면 보개원삼로1372번길 41,17170,바다,이지캠핑,키즈,3,227768.3785,401819.3652,,,
캐리비안캠프,경기도 용인시 처인구 포곡읍 전대리 457-3,경기도 용인시 처인구 포곡읍 마성로 356,17023,호수,카라반,반려동물,3,218487,420306,,,
용인힐링캠핑장,경기도 용인시 처인구 원삼면 목신리 169-1,경기도 용인시 처인구 원삼면 보개원삼로 1361,17170,산,캠핑,가족,3,227284.3561,401937.8568,,,
용인랜드 숲속캠핑장,경기도 용인시 처인구 양지면 대대리 292,경기도 용인시 처인구 양지면 한터로454번길 33-17,17039,강,글램핑,연인,3,222819.7229,417471.5739,,,
용인반딧불캠핑장,경기도 용인시 처인구 원삼면 목신리 866-1,경기도 용인시 처인구 원삼면 보개원삼로1517번길 153,17170,바다,이지캠핑,키즈,3,226209.3782,403291.0122,,,
봉봉캠핑장,경기도 용인시 처인구 이동읍 서리 562,경기도 용인시 처인구 이동읍 백자로184번길 17,17126,호수,카라반,반려동물,3,215027,411739,,,
다누리골테마파크,경기도 용인시 처인구 이동읍 묘봉리 77-4번지,경기도 용인시 처인구 이동읍 묘봉로277번길 41,17138,산,캠핑,가족,3,221569.0722,403092.4254,,,
골드펫리조트,경기도 용인시 기흥구 고매동 5-73,경기도 용인시 기흥구 기흥단지로 406 (고매동),17087,강,글램핑,연인,3,212199.3979,413149.4067,,,
별아래캠핑장,경기도 용인시 처인구 양지면 대대리 649,경기도 용인시 처인구 양지면 한터로662번길 34-34,17155,바다,이지캠핑,키즈,3,224408.8337,417169.2928,,,
힐링파크,경상남도 하동군 청암면 상이리 산 188-2번지,경상남도 하동군 청암면 청학로 1235-19,52310,산,캠핑,가족,17,270304.3722,187081.1636,,,
흙집섬진강풍경,경상남도 하동군 화개면 덕은리 912-2,경상남도 하동군 화개면 영당2길 29-5,52304,강,글램핑,연인,17,257373.0471,187472.6411,,,
지리산 카라반 캠핑장,경상남도 하동군 화개면 범왕리 102-1,"경상남도 하동군 화개면 화개로 946-8, 지리산카라반캠핑장",52301,바다,이지캠핑,키즈,17,257839.6949,196142.567,,,
도둑골 야영장,경상남도 하동군 옥종면 월횡리 326-1번지,경상남도 하동군 옥종면 호계천로 210,52312,호수,카라반,반려동물,17,278142.033,188844.3803,,,
조개섬 야영장,경상남도 하동군 고전면 전도리 671-5번지,경상남도 하동군 고전면 월진길 115-77,52340,산,캠핑,가족,17,271398.3707,166107.625,,,
지리산 하루해 야영장,경상남도 하동군 악양면 등촌리 259-1번지,경상남도 하동군 악양면 악양서로 669-24,52305,강,글램핑,연인,17,265249.2028,188081.3327,,,
사과향기캠핑장,경상남도 밀양시 산내면 남명리 2,경상남도 밀양시 산내면 얼음골옛길 347-12,50415,바다,이지캠핑,키즈,17,379447.7316,232828.075,,,
밀양사계절야영장,경상남도 밀양시 단장면 법흥리 12번지,경상남도 밀양시 단장면 단장1길 28-9,50417,호수,카라반,반려동물,17,367956.4879,224719.821,,,
옥샘캠핑장,경상남도 밀양시 산내면 남명리 58-1,경상남도 밀양시 산내면 얼음골옛길 197-8,50415,산,캠핑,가족,17,378453.2931,232878.3886,,,
서당골캠핑장,경상남도 밀양시 무안면 화봉리 1528번지,경상남도 밀양시 무안면 삼화길 680-22,50406,바다,이지캠핑,키즈,17,345208.9672,225143.4345,,,
(주)가야랜드달빛야영장,경상남도 김해시 삼방동 826,"경상남도 김해시 신어산길 67 (삼방동, 가야연수원)",50811,산,캠핑,가족,17,373358.3255,197231.5861,,,
(주)신어산 자연숲캠핑장,경상남도 김해시 상동면 묵방리 산 30-8,경상남도 김해시 상동면 장척로462번길 140,50805,강,글램핑,연인,17,375040.9931,199208.2896,,,
호두나무캠핑장,충청남도 천안시 동남구 광덕면 광덕리 688번지,충청남도 천안시 동남구 광덕면 해사동길 15 (광덕사관광농원가든),31220,바다,이지캠핑,키즈,7,203157.0439,352584.123,,,
천안OK캠핑,충청남도 천안시 동남구 북면 오곡리 322-1번지,충청남도 천안시 동남구 북면 오곡1길 4-30,31238,호수,카라반,반려동물,7,224497.0847,368822.7785,,,
다인야영장,충청남도 천안시 동남구 광덕면 광덕리 687,충청남도 천안시 동남구 광덕면 해사동길 27,31220,산,캠핑,가족,7,203079.288,352615.0476,,,
숲들내캠핑장,충청남도 천안시 동남구 북면 납안리 86번지,충청남도 천안시 동남구 북면 위례성로 1113 (유태평양국악학교),31063,강,글램핑,연인,7,223868.6831,373005.4751,,,
포레스트카라반(천안무지개캠핑장),충청남도 천안시 동남구 안서동 44-10번지,충청남도 천안시 동남구 문암로 224 (안서동),31065,바다,이지캠핑,키즈,7,217335.5707,371814.5023,,,
솔내음캠핑장,경기도 김포시 통진읍 옹정리 248-5,경기도 김포시 통진읍 절골로127번길 32-90,10029,호수,카라반,반려동물,3,162979.6931,465322.1918,,,
김포덕포진누리캠핑장 주식회사,경기도 김포시 대곶면 신안리 228-2,경기도 김포시 대곶면 덕포진로103번길 130-1 (덕포진누리마을),10041,산,캠핑,가족,3,159075.9397,461084.6559,,,
봉바위농원,경기도 김포시 하성면 가금리 396-6,경기도 김포시 하성면 평화공원로70번길 290-97,10004,강,글램핑,연인,3,165711.864,470922.6302,,,
문수골 힐링캠핑장,경기도 김포시 월곶면 성동리 212-4번지,경기도 김포시 월곶면 문수산로 104-107,10000,바다,이지캠핑,키즈,3,158985.6382,470998.3653,,,
김포캠핑파크 주식회사,경기도 김포시 월곶면 용강리 315-156,경기도 김포시 월곶면 용강로 325,10001,호수,카라반,반려동물,3,161026.5291,471740.9369,,,
태백고원자연휴양림 야영장,강원도 태백시 철암동 산 90-1번지,강원도 태백시 머리골길 153 (철암동),235200,산,캠핑,가족,4,383987.5774,405744.6775,,,
더캠프렌탈캠핑,경상북도 김천시 대항면 덕전리 95번지,경상북도 김천시 대항면 대룡로 339-44,39569,강,글램핑,연인,16,294790.5292,289611.8572,,,
쉼표,"경상북도 김천시 아포읍 대성리 273-1번지 , 264번지",경상북도 김천시 아포읍 회성길 177-6,39677,바다,이지캠핑,키즈,16,314512.7483,293564.9776,,,
Camp 1950 by 민들레울,경상북도 김천시 대덕면 문의리 240번지,경상북도 김천시 대덕면 남김천대로 160,39698,호수,카라반,반려동물,16,284980.3458,264611.736,,,
산내들 패밀리 어드벤처파크,경상북도 김천시 지례면 도곡리 519번지,경상북도 김천시 지례면 부항로 109-38,39690,강,글램핑,연인,16,291597.8037,275641.7054,,,
와라캠핑장,강원도 인제군 상남면 미산리 718-5번지,강원도 인제군 상남면 내린천로 2181,24666,바다,이지캠핑,키즈,4,312514.1171,486635.4794,,,
